playlist,videoTitle,description,duration
Singular Value Decomposition  [Data-Driven Science and Engineering],Randomized SVD: Power Iterations and Oversampling,"This video discusses the randomized SVD and how to make it more accurate with power iterations (multiple passes through the data matrix) and oversampling.   Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:04:32
Singular Value Decomposition  [Data-Driven Science and Engineering],Randomized SVD Code [Matlab],"This video describes the randomized singular value decomposition (rSVD) (Matlab code).   Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:09:19
Singular Value Decomposition  [Data-Driven Science and Engineering],Randomized SVD Code [Python],"This video describes the randomized singular value decomposition (rSVD) (Python code).   Book Website: http://databookuw.com  Book PDF: http://databookuw.com/databook.pdf  These lectures follow Chapter 1 from:  ""Data-Driven Science and Engineering: Machine Learning, Dynamical Systems, and Control""  by Brunton and Kutz  Amazon: https://www.amazon.com/Data-Driven-Science-Engineering-Learning-Dynamical/dp/1108422098/  Brunton Website: eigensteve.com  This video was produced at the University of Washington",00:10:28
Intro to Data Science,Intro to Data Science: Overview,"This lecture provides an introductory overview to data science.  I will discuss the high-level goals of this lecture series, and how data science is about asking and answering questions with data.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:06:12
Intro to Data Science,Intro to Data Science: Historical Context,"This lecture provides some historical context for data science and data-intensive scientific inquiry.   Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:08:07
Intro to Data Science,Intro to Data Science: What is Data Science?,"This lecture provides an overview of the various components of data science, including data collection, cleaning, and curation, along with visualization, analysis, and machine learning (i.e. building models with data).  These will be some of the topics discussed in this lecture series.      Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:08:15
Intro to Data Science,Intro to Data Science: Answering Questions with Data,"This lecture describes the central aspect of data science: asking and answering questions with data.  In particular, we discuss the thought process and progression of questions one might ask and answer with data science.   Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:06:46
Intro to Data Science,Intro to Data Science: The Nature of Data,"This lecture discusses the types of data you might encounter, and how it determines which techniques to use.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:12:27
Intro to Data Science,Machine Learning Overview,"This lecture provides an overview of machine learning, and how it fits into this introductory video sequence on data science.  We discuss how machine learning involves ""modeling with data"".  Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:07:59
Intro to Data Science,Machine Learning Goals,"This lecture discusses the high-level goals of machine learning, and what we want out of our models.   Goals include speed and accuracy, along with interpretability, generalizability, explainability, certifiability.   Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:07:45
Intro to Data Science,Machine Learning and Cross-Validation,"This lecture discusses the importance of cross-validation to assess models obtained via machine learning.   Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:07:40
Intro to Data Science,Types of Machine Learning 1,"This lecture gives an overview of the main categories of machine learning, including supervised, un-supervised, and semi-supervised techniques, depending on the availability of expert labels.  We also discuss the different methods to handle discrete versus continuous labels.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:06:50
Intro to Data Science,Types of Machine Learning 2,"This lecture gives an overview of the main categories of machine learning, including supervised, un-supervised, and semi-supervised techniques, depending on the availability of expert labels.  We also discuss the different methods to handle discrete versus continuous labels.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:06:49
Intro to Data Science,Artificial Intelligence,"This lecture discusses artificial intelligence (AI) in the context of data science and machine learning.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:06:33
Intro to Data Science,Neural Network Overview,"This lecture gives an overview of neural networks, which play an important role in machine learning today.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:07:16
Intro to Data Science,Neural Network Architectures & Deep Learning,"This video describes the variety of neural network architectures available to solve various problems in science ad engineering.   Examples include convolutional neural networks (CNNs), recurrent neural networks (RNNs), and autoencoders.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com Follow updates on Twitter @eigensteve  This video is part of a playlist ""Intro to Data Science"": https://www.youtube.com/playlist?list=PLMrJAkhIeNNQV7wi9r7Kut8liLFMWQOXn  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:09:09
Intro to Data Science,Neural Networks and Deep Learning,"This lecture explores the recent explosion of interest in neural networks and deep learning in the context of 1) vast and increasing data sets, and 2) rapidly improving computational hardware, which have enabled the training of deep neural networks.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:07:01
Intro to Data Science,Neural Networks: Caveats,"This lecture discusses some key limitations of neural networks and suggests avenues of ongoing development.   Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:08:18
Intro to Data Science,Digital Twins,"This lecture discusses the use of data-driven digital twins in advanced model-based design and engineering, and the related digital thread, which ties together the data throughout an entire complex engineering process, such as manufacturing.    Book website: http://databookuw.com/ Steve Brunton's website: eigensteve.com  This video was produced at the University of Washington, and we acknowledge funding support from the Boeing Company",00:08:07
Intro to Data Science,Data Visualization: Overview,This video introduces data visualization as a tool for exploring and communicating with data.  Bing Brunton's website: www.bingbrunton.com,00:04:56
Intro to Data Science,Data Visualization: Types of Data,Here I introduce different types of data and highlight common ways to visualize them.  Bing Brunton's website: www.bingbrunton.com,00:15:13
Intro to Data Science,Data Visualization: Storytelling with Data,This video emphasizes how a visualization should tell a story about the data.  Bing Brunton's website: www.bingbrunton.com,00:05:52
Intro to Data Science,Data Visualization: Buyer Beware,Visualizations can deceive you and lead you to the wrong conclusions -- here are some ways to be vigilant and discerning of graphical representations of data.  Bing Brunton's website: www.bingbrunton.com,00:09:45
Dynamical Systems (with Machine Learning),Data-Driven Dynamical Systems Overview,"This video provides a high-level overview of this new series on data-driven dynamical systems.  In particular, we explore the various challenges in modern dynamical systems, along with emerging techniques in data science and machine learning to tackle them.  The two chief challenges are 1) nonlinear dynamics, and 2) unknown or partially known dynamics.  Machine learning is providing new and powerful techniques for both challenges.    https://www.eigensteve.com/  This video was produced at the University of Washington",00:21:43
